studytime,score
4.308620915380334,59.824590191965925
8.967142898401224,88.09635930687087
0.7128027005516391,24.948243501380333
9.546600300333075,95.1878065473638
6.546930814313482,74.13189056163057
3.800745089372053,58.85542799810787
1.9715412657287734,41.571286352276715
4.7918322944359995,56.45008722841852
1.9455832318530097,38.27698516232526
1.6633160774314215,39.57831296231493
6.173517574129742,71.42986641501183
5.230847245817847,61.82328094434191
6.700960346109417,75.83768324221127
9.296058774219892,112.6105408498925
5.322602133390402,59.79441144660281
5.809320532627977,61.15439308501833
0.8962633915494211,28.705429715246584
7.176357859086295,76.75384834257916
3.999052068041562,47.8768262375921
9.767252386625788,97.31712203490378
8.231740155956603,88.20391255146868
5.2248104051611834,71.37204477127943
1.2322265417216605,34.91815165729257
8.594157932805892,77.33252417503543
7.997810954240217,85.17902996802346
1.8458512953703299,41.91343167652691
2.9527828922031008,36.93289568157364
7.9340725814783735,86.2303770028891
1.8522844654740966,33.63506479613754
9.177524891713773,99.17165178829099
4.245274251963619,55.98347999077622
0.8703896258765864,22.54303973421666
8.15748643504281,84.25563408888938
3.735096830383876,49.172296262832894
5.26499194153781,64.28986342292308
1.1230434441121917,34.58066227677385
0.025840148449823852,15.993621580647439
6.379852057932976,76.05407301176972
5.151751703337316,59.70276524709093
5.935385691231472,68.6006410614976
7.937438503805163,83.86139596184647
6.466059134228601,71.61944638341964
1.7477344282737717,33.91386125396356
3.607725191105998,56.14859432020309
9.058911047877604,96.68353800755156
7.69944700251679,79.78199757223467
5.566370579367172,72.44490090554783
2.556449978092723,41.82500519470605
3.0206050183479505,45.952961443403076
7.319580675856345,74.37005001019381
8.511742608527708,85.60644757619596
6.714246695306144,70.27145602281328
8.095299757684417,85.19276238644372
7.666561352004059,84.52640621327352
1.4970396795695773,33.812478933667684
4.23944812913302,61.85580581341207
1.5298380082856267,27.799914040228835
2.3523558480198483,39.393192001853194
8.692596246510526,83.12607332559273
4.728919656331821,53.22200239263826
5.353581018426609,69.15154003410518
1.7844596522777212,31.959852885864443
3.12271786048796,40.964923903602326
2.3024616842786996,27.76980909631486
2.061861645184264,32.42811992252952
6.379607933159701,70.01046209430271
2.568838476457148,33.76369301272613
6.320154860204185,69.24732193672112
0.584546141085539,31.02952443197543
1.4177439352710186,27.805424780526486
2.745402540001254,37.24630507316035
5.9704691689569165,62.14424601732988
6.7584124508737595,68.35847914441108
4.427169667795271,58.09524457680431
4.457909145772289,29.00674015007123
7.245168513986181,82.74563250826732
0.1582109176558244,31.364876799517873
3.4109002447422054,38.1352462983919
8.187070571192328,87.39695811174748
6.032194102133722,62.66445614490198
3.372271327554204,50.922667110600884
9.055247923296738,91.08242338100672
7.726227274493826,81.94643200027149
2.6489544723673344,34.77574863928963
6.452898375257169,69.49105187649151
5.957507281889567,68.10836951065784
4.011879140389826,58.87542385715215
3.6695607920480064,45.38368369934128
3.4356047477570395,44.73138012440475
6.171557833956468,74.09391088256315
4.424099364806695,51.09609349995701
8.31863113251422,92.2609747799844
